Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
ELDN,Eledon Pharmaceuticals Inc. Common Stock,$3.20,-0.02,-0.621%,242,United States,2014.0,904768,Health Care,Biotechnology: Pharmaceutical Preparations
MIST,Milestone Pharmaceuticals Inc. Common Shares,$2.03,0.03,1.50%,238,Canada,2019.0,2302509,Health Care,Biotechnology: Pharmaceutical Preparations
VYGR,Voyager Therapeutics Inc. Common Stock,$3.94,0.1,2.604%,237,United States,2015.0,559496,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVCT,Nuvectis Pharma Inc. Common Stock,$8.73,0.27,3.191%,231,United States,2022.0,46475,Health Care,Biotechnology: Pharmaceutical Preparations
CNTX,Context Therapeutics Inc. Common Stock,$2.51,0.05,2.033%,230,United States,2021.0,1071290,Health Care,Biotechnology: Pharmaceutical Preparations
KROS,Keros Therapeutics Inc. Common Stock,$11.55,0.4,3.587%,227,United States,2020.0,307230,Health Care,Biotechnology: Pharmaceutical Preparations
IKT,Inhibikase Therapeutics Inc. Common Stock,$1.70,-0.01,-0.585%,224,United States,2020.0,1377117,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGNX,MacroGenics Inc. Common Stock,$3.49,0.02,0.576%,221,United States,2013.0,782372,Health Care,Biotechnology: Pharmaceutical Preparations
ELTX,Elicio Therapeutics Inc. Common Stock,$11.73,0.89,8.21%,215,United States,2021.0,132912,Health Care,Biotechnology: Pharmaceutical Preparations
SLGL,Sol-Gel Technologies Ltd. Ordinary Shares,$76.50,2.09,2.809%,214,Israel,2018.0,32553,Health Care,Biotechnology: Pharmaceutical Preparations
FENC,Fennec Pharmaceuticals Inc. Common Stock,$6.25,0.32,5.396%,213,United States,,193737,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALXO,ALX Oncology Holdings Inc. Common Stock,$1.615,-0.135,-7.714%,212,United States,2020.0,661104,Health Care,Biotechnology: Pharmaceutical Preparations
PRQR,ProQR Therapeutics N.V. Ordinary Shares,$1.99,0.19,10.556%,209,Netherlands,2014.0,456973,Health Care,Biotechnology: Pharmaceutical Preparations
KALA,KALA BIO Inc. Common Stock,$0.2258,0.0029,1.301%,205,United States,2017.0,2031599,Health Care,Biotechnology: Pharmaceutical Preparations
CRBU,Caribou Biosciences Inc. Common Stock,$2.12,0.17,8.718%,205,United States,2021.0,2678392,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MENS,Jyong Biotech Ltd. Ordinary Shares,$2.67,-0.12,-4.301%,202,Taiwan,2025.0,183549,Health Care,Biotechnology: Pharmaceutical Preparations
KRRO,Korro Bio Inc. Common Stock,$13.93,0.24,1.753%,200,United States,2019.0,145960,Health Care,Biotechnology: Pharmaceutical Preparations
HURA,TuHURA Biosciences Inc. Common Stock,$3.15,0.28,9.756%,200,United States,,2728959,Health Care,Biotechnology: Pharmaceutical Preparations
SABS,SAB Biotherapeutics Inc. Common Stock,$3.86,-0.04,-1.026%,196,United States,2021.0,620640,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OGI,Organigram Global Inc. Common Shares,$1.43,0.01,0.704%,194,Canada,,315903,Health Care,Biotechnology: Pharmaceutical Preparations
LFCR,Lifecore Biomedical Inc. Common Stock,$5.20,0.26,5.263%,194,United States,,271696,Health Care,Biotechnology: Pharmaceutical Preparations
ENLV,Enlivex Ltd. Ordinary Shares,$0.816,-0.0222,-2.649%,193,Israel,2014.0,733497,Health Care,Biotechnology: Pharmaceutical Preparations
ABOS,Acumen Pharmaceuticals Inc. Common Stock,$2.68,0.17,6.773%,193,United States,2021.0,384057,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CNTN,Canton Strategic Holdings Inc. Common Stock,$3.39,0.08,2.417%,192,United States,2022.0,917978,Health Care,Biotechnology: Pharmaceutical Preparations
ACHV,Achieve Life Sciences Inc. Common Shares,$3.61,0.03,0.838%,192,United States,,513993,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
PLX,Protalix BioTherapeutics Inc. (DE) Common Stock,$2.36,0.07,3.057%,190,Israel,,735885,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
WHWK,Whitehawk Therapeutics Inc. Common Stock,$4.00,0.53,15.274%,188,United States,,295656,Health Care,Biotechnology: Pharmaceutical Preparations
DTIL,Precision BioSciences Inc. Common Stock,$7.23,0.1,1.403%,186,United States,2019.0,262245,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARTV,Artiva Biotherapeutics Inc. Common Stock,$7.49,0.31,4.318%,185,United States,2024.0,230205,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AGEN,Agenus Inc. Common Stock,$4.72,0.57,13.735%,181,United States,2000.0,2670442,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADAG,Adagene Inc. American Depositary Shares,$3.81,-0.03,-0.781%,180,China,2021.0,251719,Health Care,Biotechnology: Pharmaceutical Preparations
SGMT,Sagimet Biosciences Inc. Series A Common Stock,$5.54,0.12,2.214%,180,United States,2023.0,449023,Health Care,Biotechnology: Pharmaceutical Preparations
TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock,$13.35,0.37,2.851%,178,United States,,793345,Health Care,Biotechnology: Pharmaceutical Preparations
CRBP,Corbus Pharmaceuticals Holdings Inc. Common Stock,$10.02,-0.16,-1.572%,177,United States,,273166,Health Care,Biotechnology: Pharmaceutical Preparations
HRTX,Heron Therapeutics Inc. Common Stock,$0.9371,0.0304,3.353%,176,United States,,2705684,Health Care,Biotechnology: Pharmaceutical Preparations
UNCY,Unicycive Therapeutics Inc. Common Stock,$6.94,0.32,4.834%,175,United States,2021.0,645773,Health Care,Biotechnology: Pharmaceutical Preparations
CNTB,Connect Biopharma Holdings Limited Ordinary Shares,$3.05,0.22,7.774%,172,China,2021.0,524209,Health Care,Biotechnology: Pharmaceutical Preparations
RNAC,Cartesian Therapeutics Inc. Common Stock,$6.35,0.42,7.083%,168,United States,2016.0,279923,Health Care,Biotechnology: Pharmaceutical Preparations
MOLN,Molecular Partners AG American Depositary Shares,$4.14,-0.0699,-1.66%,167,Switzerland,2021.0,4634,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENGNW,enGene Therapeutics Inc. Warrants,$2.45,0.17,7.456%,164,Canada,,200,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TLSA,Tiziana Life Sciences Ltd. Common Shares,$1.29,0.14,12.174%,164,United Kingdom,2018.0,372181,Health Care,Biotechnology: Pharmaceutical Preparations
MBOT,Microbot Medical Inc. Common Stock,$2.43,0.08,3.404%,163,Israel,,1730119,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NKTX,Nkarta Inc. Common Stock,$2.29,0.0,0.00%,163,United States,2020.0,542269,Health Care,Biotechnology: Pharmaceutical Preparations
GALT,Galectin Therapeutics Inc. Common Stock,$2.47,0.12,5.106%,162,United States,,121118,Health Care,Biotechnology: Pharmaceutical Preparations
TKNO,Alpha Teknova Inc. Common Stock,$3.03,0.01,0.331%,162,United States,2021.0,118640,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
REPL,Replimune Group Inc. Common Stock,$1.95,0.25,14.706%,161,United States,2018.0,21054380,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SPRO,Spero Therapeutics Inc. Common Stock,$2.78,0.0,0.00%,160,United States,2017.0,602870,Health Care,Biotechnology: Pharmaceutical Preparations
TNYA,Tenaya Therapeutics Inc. Common Stock,$0.739,0.0237,3.313%,160,United States,2021.0,2781778,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FATE,Fate Therapeutics Inc. Common Stock,$1.34,0.03,2.29%,155,United States,2013.0,1593687,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KPTI,Karyopharm Therapeutics Inc. Common Stock,$8.45,0.17,2.053%,155,United States,2013.0,562929,Health Care,Biotechnology: Pharmaceutical Preparations
ORMP,Oramed Pharmaceuticals Inc. Common Stock,$3.80,0.01,0.264%,153,Israel,,180500,Health Care,Biotechnology: Pharmaceutical Preparations
HUMA,Humacyte Inc. Common Stock,$0.6911,0.021,3.134%,153,United States,2020.0,4099954,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMUX,Immunic Inc. Common Stock,$1.18,-0.04,-3.279%,153,United States,2014.0,2686618,Health Care,Biotechnology: Pharmaceutical Preparations
IPHA,Innate Pharma S.A. ADS,$1.63,0.19,13.194%,152,France,2019.0,65184,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BDTX,Black Diamond Therapeutics Inc. Common Stock,$2.66,-0.06,-2.206%,152,United States,2020.0,1154410,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VTVT,vTv Therapeutics Inc. Class A Common Stock,$38.33,1.23,3.315%,150,United States,2015.0,18422,Health Care,Biotechnology: Pharmaceutical Preparations
MSLE,Satellos Bioscience Inc. Common Stock,$7.17,-0.19,-2.582%,149,Canada,,48071,Health Care,Biotechnology: Pharmaceutical Preparations
DERM,Journey Medical Corporation Common Stock,$5.26,0.06,1.154%,143,United States,2021.0,120391,Health Care,Biotechnology: Pharmaceutical Preparations
BMEA,Biomea Fusion Inc. Common Stock,$1.95,0.07,3.723%,140,United States,2021.0,1546115,Health Care,Biotechnology: Pharmaceutical Preparations
CRDL,Cardiol Therapeutics Inc. Class A Common Shares,$1.40,0.04,2.941%,139,Canada,,768768,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NTHI,NeOnc Technologies Holdings Inc. Common Stock,$5.39,0.09,1.698%,134,United States,,34973,Health Care,Biotechnology: Pharmaceutical Preparations
KLRS,Kalaris Therapeutics Inc. Common Stock,$5.82,-0.49,-7.765%,133,United States,2020.0,140264,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EQ,Equillium Inc. Common Stock,$1.92,0.22,12.941%,121,United States,2018.0,879895,Health Care,Biotechnology: Pharmaceutical Preparations
GNLX,Genelux Corporation Common Stock,$2.64,0.11,4.348%,118,United States,2023.0,113978,Health Care,Biotechnology: Pharmaceutical Preparations
IMDX,Insight Molecular Diagnostics Inc. Common Stock,$3.61,0.61,20.333%,116,United States,,834940,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
PEPG,PepGen Inc. Common Stock,$1.69,0.0,0.00%,116,United States,2022.0,1649532,Health Care,Biotechnology: Pharmaceutical Preparations
ASRT,Assertio Holdings Inc. Common Stock,$18.02,0.0,0.00%,116,United States,,290384,Health Care,Biotechnology: Pharmaceutical Preparations
CRDF,Cardiff Oncology Inc. Common Stock,$1.63,0.04,2.516%,111,United States,,899999,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ONCY,Oncolytics Biotech Inc. Common Stock,$1.02,-0.03,-2.857%,110,Canada,,777878,Health Care,Biotechnology: Pharmaceutical Preparations
PMN,ProMIS Neurosciences Inc. Common Shares (ON),$12.05,-0.87,-6.734%,108,Canada,,17241,Health Care,Biotechnology: Pharmaceutical Preparations
KZIA,Kazia Therapeutics Limited American Depositary Shares,$9.46,0.47,5.228%,108,Australia,,361717,Health Care,Biotechnology: Pharmaceutical Preparations
ANTX,AN2 Therapeutics Inc. Common Stock,$2.98,-0.03,-0.997%,107,United States,2022.0,561147,Health Care,Biotechnology: Pharmaceutical Preparations
ALDX,Aldeyra Therapeutics Inc. Common Stock,$1.79,-0.01,-0.556%,107,United States,2014.0,2029867,Health Care,Biotechnology: Pharmaceutical Preparations
PYXS,Pyxis Oncology Inc. Common Stock,$1.70,-0.01,-0.585%,106,United States,2021.0,576506,Health Care,Biotechnology: Pharmaceutical Preparations
SGMO,Sangamo Therapeutics Inc. Common Stock,$0.2558,-0.0012,-0.467%,105,United States,2000.0,5667070,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
COYA,Coya Therapeutics Inc. Common Stock,$4.46,0.01,0.225%,104,United States,2022.0,130682,Health Care,Biotechnology: Pharmaceutical Preparations
RANI,Rani Therapeutics Holdings Inc. Class A Common Stock,$0.8373,0.0597,7.677%,103,United States,2021.0,1176304,Health Care,Biotechnology: Pharmaceutical Preparations
GOSS,Gossamer Bio Inc. Common Stock,$0.4316,0.031,7.738%,101,United States,2019.0,6936967,Health Care,Biotechnology: Pharmaceutical Preparations
AARD,Aardvark Therapeutics Inc. Common Stock,$4.64,0.63,15.711%,101,United States,2025.0,224187,Health Care,Biotechnology: Pharmaceutical Preparations
TTRX,Turn Therapeutics Inc. Common Stock,$3.38,0.065,1.961%,100,United States,,26067,Health Care,Biotechnology: Pharmaceutical Preparations
VRCA,Verrica Pharmaceuticals Inc. Common Stock,$5.72,0.1,1.779%,98,United States,2018.0,134799,Health Care,Biotechnology: Pharmaceutical Preparations
ANIX,Anixa Biosciences Inc. Common Stock,$2.88,0.03,1.053%,96,United States,,111454,Health Care,Biotechnology: Pharmaceutical Preparations
EXOZ,eXoZymes Inc. Common Stock,$11.00,-0.5,-4.348%,93,United States,2024.0,7542,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SPRB,Spruce Biosciences Inc. Common Stock,$67.80,3.29,5.10%,93,United States,2020.0,101301,Health Care,Biotechnology: Pharmaceutical Preparations
CGTX,Cognition Therapeutics Inc. Common Stock,$0.9754,0.001,0.103%,87,United States,2021.0,894511,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QTTB,Q32 Bio Inc. Common Stock,$5.88,0.47,8.688%,86,United States,2018.0,122295,Health Care,Biotechnology: Pharmaceutical Preparations
CYPH,Cypherpunk Technologies Inc. Common Stock,$0.95,-0.0401,-4.05%,85,United States,,2599441,Health Care,Biotechnology: Pharmaceutical Preparations
LONA,LeonaBio Inc. Common Stock,$9.07,-0.63,-6.495%,85,United States,2020.0,35471,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PYPD,PolyPid Ltd. Ordinary Shares,$4.42,0.02,0.455%,84,Israel,2020.0,128683,Health Care,Biotechnology: Pharmaceutical Preparations
MAIA,MAIA Biotechnology Inc. Common Stock,$1.37,0.01,0.735%,83,,2022.0,595588,Health Care,Biotechnology: Pharmaceutical Preparations
IFRX,InflaRx N.V. Common Stock,$1.14,0.07,6.542%,82,Germany,2017.0,1429771,Health Care,Biotechnology: Pharmaceutical Preparations
NRXP,NRX Pharmaceuticals Inc. Common Stock,$2.50,0.22,9.649%,82,United States,2017.0,1588512,Health Care,Biotechnology: Pharmaceutical Preparations
MCRB,Seres Therapeutics Inc. Common Stock,$8.61,0.03,0.35%,82,United States,2015.0,60663,Health Care,Biotechnology: Pharmaceutical Preparations
ATYR,aTyr Pharma Inc. Common Stock,$0.8409,0.0305,3.764%,82,United States,2015.0,653911,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PLRX,Pliant Therapeutics Inc. Common Stock,$1.30,0.0,0.00%,80,United States,2020.0,186525,Health Care,Biotechnology: Pharmaceutical Preparations
GANX,Gain Therapeutics Inc. Common Stock,$1.89,0.02,1.07%,79,United States,2021.0,640871,Health Care,Biotechnology: Pharmaceutical Preparations
CSBR,Champions Oncology Inc. Common Stock,$5.73,-0.01,-0.174%,79,United States,,3122,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CLNN,Clene Inc. Common Stock,$6.675,0.195,3.009%,78,United States,,54439,Health Care,Biotechnology: Pharmaceutical Preparations
PMVP,PMV Pharmaceuticals Inc. Common Stock,$1.47,0.12,8.889%,78,United States,2020.0,1294081,Health Care,Biotechnology: Pharmaceutical Preparations
ALVOW,Alvotech Warrant,$0.25,-0.04,-13.793%,78,Luxembourg,,112,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PTHS,Pelthos Therapeutics Inc. Common Stock,$23.00,0.0,0.00%,77,,2024.0,11872,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
COEP,Coeptis Therapeutics Holdings Inc. Common Stock,$12.44,0.34,2.81%,77,United States,2020.0,24207,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FBIO,Fortress Biotech Inc. Common Stock,$2.42,0.0,0.00%,77,United States,,248512,Health Care,Biotechnology: Pharmaceutical Preparations
FLNA,Filana Therapeutics Inc. Common Stock,$1.59,-0.03,-1.852%,76,United States,,646663,Health Care,Biotechnology: Pharmaceutical Preparations
IBIO,iBio Inc. Common Stock,$2.19,-0.01,-0.455%,75,United States,,457955,Health Care,Biotechnology: Pharmaceutical Preparations
XBIT,XBiotech Inc. Common Stock,$2.43,0.02,0.83%,74,United States,2015.0,35865,Health Care,Biotechnology: Pharmaceutical Preparations
ESLA,Estrella Immunopharma Inc. Common Stock,$1.70,-0.05,-2.857%,72,United States,2021.0,35665,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BYSI,BeyondSpring Inc. Ordinary Shares,$1.73,-0.0201,-1.149%,71,United States,2017.0,15084,Health Care,Biotechnology: Pharmaceutical Preparations
IBO,Impact BioMedical Inc. Common Stock,$0.6623,-0.0373,-5.332%,71,,2024.0,136571,Health Care,Biotechnology: Pharmaceutical Preparations
XTNT,Xtant Medical Holdings Inc. Common Stock,$0.51,0.0333,6.986%,71,United States,,220163,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MNOV,Medicinova Inc Common Stock,$1.41,-0.03,-2.083%,69,United States,,58462,Health Care,Biotechnology: Pharmaceutical Preparations
DOMH,Dominari Holdings Inc. Common Stock,$3.09,0.09,3.00%,69,United States,,107621,Health Care,Biotechnology: Pharmaceutical Preparations
ICCC,ImmuCell Corporation Common Stock,$7.73,0.62,8.72%,69,United States,1987.0,80869,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CTOR,Citius Oncology Inc. Common Stock,$0.7801,0.1003,14.754%,68,United States,2022.0,212766,Health Care,Biotechnology: Pharmaceutical Preparations
ACET,Adicet Bio Inc. Common Stock,$7.00,0.65,10.236%,67,United States,2018.0,386254,Health Care,Biotechnology: Pharmaceutical Preparations
INKT,MiNK Therapeutics Inc. Common Stock,$13.51,1.95,16.869%,67,United States,2021.0,118126,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ACRV,Acrivon Therapeutics Inc. Common Stock,$1.64,0.03,1.863%,63,United States,2022.0,334886,Health Care,Biotechnology: Pharmaceutical Preparations
BGM,BGM Group Ltd. Class A Ordinary Shares,$0.3446,0.0204,6.292%,63,China,2021.0,100018,Health Care,Biotechnology: Pharmaceutical Preparations
CING,Cingulate Inc. Common Stock,$5.35,-0.15,-2.727%,62,United States,2021.0,526551,Health Care,Biotechnology: Pharmaceutical Preparations
OKUR,OnKure Therapeutics Inc. Class A Common Stock,$4.605,0.155,3.483%,62,United States,2021.0,219442,Health Care,Biotechnology: Pharmaceutical Preparations
IMA,ImageneBio Inc. Common Stock,$5.73,-0.32,-5.289%,61,United States,2021.0,582841,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCRX,TScan Therapeutics Inc. Common Stock,$1.06,0.04,3.922%,60,United States,2021.0,1226233,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DWTX,Dogwood Therapeutics Inc. Common Stock,$1.79,-0.09,-4.787%,59,United States,2020.0,79203,Health Care,Biotechnology: Pharmaceutical Preparations
PDSB,PDS Biotechnology Corporation Common Stock,$1.06,-0.03,-2.752%,59,United States,2015.0,541308,Health Care,Biotechnology: Pharmaceutical Preparations
RADX,Radiopharm Theranostics Limited American Depositary Shares,$4.60,0.11,2.45%,58,Australia,,22008,Health Care,Biotechnology: Pharmaceutical Preparations
TIL,Instil Bio Inc. Common Stock,$8.44,0.085,1.017%,57,United States,2021.0,15958,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GRCE,Grace Therapeutics Inc. Common Stock,$4.28,0.46,12.042%,57,Canada,,746688,Health Care,Biotechnology: Pharmaceutical Preparations
HYFT,MindWalk Holdings Corp. Common Stock,$1.18,0.09,8.257%,55,Canada,,221312,Health Care,Biotechnology: Pharmaceutical Preparations
ATHE,Alterity Therapeutics Limited American Depositary Shares,$3.62,-0.04,-1.093%,55,Australia,,7787,Health Care,Biotechnology: Pharmaceutical Preparations
ALGS,Aligos Therapeutics Inc. Common Stock,$8.74,0.1,1.157%,54,United States,2020.0,76979,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OSTX,OS Therapies Incorporated Common Stock,$1.39,0.07,5.303%,54,,2024.0,639570,Health Care,Biotechnology: Pharmaceutical Preparations
KZR,Kezar Life Sciences Inc. Common Stock,$7.36,-0.07,-0.942%,54,United States,2018.0,453516,Health Care,Biotechnology: Pharmaceutical Preparations
OKYO,OKYO Pharma Limited Ordinary Shares,$1.58,0.05,3.268%,53,Guernsey,2022.0,265668,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGX,Metagenomi Therapeutics Inc. Common Stock,$1.43,0.03,2.143%,53,United States,2024.0,193920,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ZYBT,Zhengye Biotechnology Holding Limited Class A Ordinary Shares,$1.13,-0.07,-5.833%,53,China,2025.0,17574,Health Care,Biotechnology: Pharmaceutical Preparations
ENTX,Entera Bio Ltd. Ordinary Shares,$1.13,0.01,0.893%,52,Israel,2018.0,34115,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LFVN,Lifevantage Corporation Common Stock (Delaware),$4.135,-0.035,-0.839%,52,United States,,170235,Health Care,Biotechnology: Pharmaceutical Preparations
MREO,Mereo BioPharma Group plc American Depositary Shares,$0.329,0.009,2.813%,51,United Kingdom,,703364,Health Care,Biotechnology: Pharmaceutical Preparations
SCLX,Scilex Holding Company Common Stock,$5.93,-0.03,-0.503%,50,United States,2021.0,25580,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CPIX,Cumberland Pharmaceuticals Inc. Common Stock,$3.18,0.06,1.923%,50,United States,2009.0,104721,Health Care,Biotechnology: Pharmaceutical Preparations
ANVS,Annovis Bio Inc. Common Stock,$1.73,0.07,4.217%,50,United States,2020.0,1709206,Health Care,Biotechnology: Pharmaceutical Preparations
XLO,Xilio Therapeutics Inc. Common Stock,$8.59,0.13,1.537%,49,United States,2021.0,26224,Health Care,Biotechnology: Pharmaceutical Preparations
ACTU,Actuate Therapeutics Inc. Common stock,$2.08,0.26,14.286%,49,United States,2024.0,611926,Health Care,Biotechnology: Pharmaceutical Preparations
ELUT,Elutia Inc. Class A Common Stock,$1.14,0.04,3.636%,48,United States,2020.0,132295,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATOS,Atossa Therapeutics Inc. Common Stock,$5.35,0.04,0.753%,46,United States,2012.0,34743,Health Care,Biotechnology: Pharmaceutical Preparations
RNXT,RenovoRx Inc. Common Stock,$1.03,0.01,0.98%,46,United States,2021.0,252119,Health Care,Biotechnology: Pharmaceutical Preparations
IMMP,Immutep Limited American Depositary Shares,$0.3148,0.0066,2.141%,46,Australia,,542835,Health Care,Biotechnology: Pharmaceutical Preparations
NXTC,NextCure Inc. Common Stock,$12.77,0.45,3.653%,45,United States,2019.0,53220,Health Care,Biotechnology: Pharmaceutical Preparations
TELO,Telomir Pharmaceuticals Inc. Common Stock,$1.31,0.01,0.769%,45,United States,2024.0,221693,Health Care,Biotechnology: Pharmaceutical Preparations
RNTX,Rein Therapeutics Inc. Common Stock,$1.63,0.08,5.161%,45,United States,2017.0,115819,Health Care,Biotechnology: Pharmaceutical Preparations
SCYX,SCYNEXIS Inc. Common Stock,$1.02,0.01,0.99%,45,United States,2014.0,400926,Health Care,Biotechnology: Pharmaceutical Preparations
SDEV,Stablecoin Development Corporation Common Stock,$1.66,0.02,1.22%,44,United States,,77765,Health Care,Biotechnology: Pharmaceutical Preparations
HOWL,Werewolf Therapeutics Inc. Common Stock,$0.9175,-0.0001,-0.011%,44,United States,2021.0,110703,Health Care,Biotechnology: Pharmaceutical Preparations
MIRA,MIRA Pharmaceuticals Inc. Common Stock,$1.05,0.02,1.942%,44,United States,2023.0,109722,Health Care,Biotechnology: Pharmaceutical Preparations
EDSA,Edesa Biotech Inc. Common Shares,$5.22,-0.68,-11.525%,43,United States,,420349,Health Care,Biotechnology: Pharmaceutical Preparations
RLYB,Rallybio Corporation Common Stock,$8.25,-0.05,-0.602%,43,United States,2021.0,39611,Health Care,Biotechnology: Pharmaceutical Preparations
FRMM,Forum Markets Incorporated Common Stock,$2.11,0.32,17.877%,42,United States,2017.0,1406506,Health Care,Biotechnology: Pharmaceutical Preparations
TLPH,Talphera Inc. Common Stock,$0.847,0.0686,8.813%,42,United States,2011.0,192551,Health Care,Biotechnology: Pharmaceutical Preparations
ATRA,Atara Biotherapeutics Inc. Common Stock,$5.15,0.26,5.317%,42,United States,2014.0,87526,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CUE,Cue Biopharma Inc. Common Stock,$0.438,-0.0343,-7.262%,42,United States,2018.0,7330067,Health Care,Biotechnology: Pharmaceutical Preparations
IXHL,Incannex Healthcare Inc. Common Stock,$3.54,-0.01,-0.282%,42,Australia,,499178,Health Care,Biotechnology: Pharmaceutical Preparations
LITS,Lite Strategy Inc. Common Stock,$1.15,0.01,0.877%,41,United States,2003.0,326539,Health Care,Biotechnology: Pharmaceutical Preparations
INCR,Intercure Ltd. Ordinary Shares,$0.76,0.009,1.198%,41,Israel,,12403,Health Care,Biotechnology: Pharmaceutical Preparations
HYPD,Hyperion DeFi Inc. Common Stock,$3.56,0.01,0.282%,40,United States,2018.0,240857,Health Care,Biotechnology: Pharmaceutical Preparations
SNSE,Sensei Biotherapeutics Inc. Common Stock,$28.70,-1.45,-4.809%,38,United States,2021.0,29840,Health Care,Biotechnology: Pharmaceutical Preparations
VERU,Veru Inc. Common Stock,$2.42,0.04,1.681%,38,United States,,30646,Health Care,Biotechnology: Pharmaceutical Preparations
CRVO,CervoMed Inc. Common Stock,$4.04,0.03,0.748%,37,United States,,39331,Health Care,Biotechnology: Pharmaceutical Preparations
CELU,Celularity Inc. Class A Common Stock,$1.30,0.02,1.563%,37,United States,2019.0,8998,Health Care,Biotechnology: Pharmaceutical Preparations
CVM,Cel-Sci Corporation Common Stock,$4.36,0.34,8.458%,36,United States,1997.0,33501,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PTN,Palatin Technologies Inc. Common Stock,$20.49,1.98,10.697%,36,United States,,42297,Health Care,Biotechnology: Pharmaceutical Preparations
RMTI,Rockwell Medical Inc. Common Stock,$0.9269,-0.013,-1.383%,36,United States,1998.0,156887,Health Care,Biotechnology: Pharmaceutical Preparations
PLUR,Pluri Inc. Common Stock,$3.40,0.0593,1.775%,34,Israel,,6690,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EVAX,Evaxion A/S American Depositary Share,$4.14,0.0,0.00%,34,Denmark,2021.0,14198,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BOLD,Boundless Bio Inc. Common Stock,$1.56,0.36,30.00%,34,United States,2024.0,6056187,Health Care,Biotechnology: Pharmaceutical Preparations
PASG,Passage Bio Inc. Common Stock,$10.86,0.05,0.463%,34,United States,2020.0,23113,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATNM,Actinium Pharmaceuticals Inc. (Delaware) Common Stock,$1.10,-0.01,-0.901%,34,United States,,73203,Health Care,Biotechnology: Pharmaceutical Preparations
ABVC,ABVC BioPharma Inc. Common Stock,$1.36,-0.02,-1.449%,34,United States,,139267,Health Care,Biotechnology: Pharmaceutical Preparations
TAOX,Tao Synergies Inc. Common Stock,$4.43,-0.29,-6.144%,33,United States,,217573,Health Care,Biotechnology: Pharmaceutical Preparations
LIXT,Lixte Biotechnology Holdings Inc. Common Stock,$2.91,-0.02,-0.683%,33,United States,,7616,Health Care,Biotechnology: Pharmaceutical Preparations
INMB,INmune Bio Inc. Common stock,$1.26,0.02,1.613%,33,United States,2019.0,258339,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
